review_body,course_title,score,course_stage,review_date,user_name
"""""""Kudos to the editorial staff for the Interactive content, which, of course, is far more effective than videos, audios, or text alone or interpolated. 

I would love to download some of the learning from the course to my computer, provided it's packaged  in the proper format. 

Back in 1995, the 'De Facto' Microsoft format was .chm (compressed html), also used for Microsoft Help Files. 

Compressed html let's you interpolate animations, videos, audios, and text through all your content. It seems to have fallen out of favor to .pdf because .pdf is easily scanned even though it is bulky, inanimate, and impossible to manipulate.

I would encourage the use of .chm for all learning material. It had been used for Microsoft Help Files for a long while, but in 1995 the Encarta Dictionary and most likely even the subsequent encyclopedias were published in this format. 

There were very handy .chm compilers available, back in the late...  Kudos to the editorial staff for the Interactive content, which, of course, is far more effective than videos, audios, or text alone or interpolated. 

I would love to download some of the learning from the course to my computer, provided it's packaged  in the proper format. 

Back in 1995, the 'De Facto' Microsoft format was .chm (compressed html), also used for Microsoft Help Files. 

Compressed html let's you interpolate animations, videos, audios, and text through all your content. It seems to have fallen out of favor to .pdf because .pdf is easily scanned even though it is bulky, inanimate, and impossible to manipulate.

I would encourage the use of .chm for all learning material. It had been used for Microsoft Help Files for a long while, but in 1995 the Encarta Dictionary and most likely even the subsequent encyclopedias were published in this format. 

There were very handy .chm compilers available, back in the late '80s and early '90s,  that let you compile .html into chm.
============================================
I have never come across Android ,iOS and Windows apps or marketing offers of any value, so I was very skeptical, and wouldn't have even bothered to register if I wasn't waiting for download to complete and didn't have anything to do in the meanwhile.  

I have been so disgusted with worthless offers and apps that I would usually block the sites, but this to my pleasant surprise turned out to be even better than what I would expect from formal professional course.

I'm giving it 5 stars because it pays attention to small little details like the subscripts for PV which doesn't have a subscript because it is always for the year-zero, and C (capital) which has a subscript of 0 when calculating future values and a subscript equal to the number of years when calculating a present value.

It also clarifies that ""r"" is a return, not an interest percentage, so a decimal value, and that the exponent is also equal to the compounding or discounting period because the periods are marked at the end of each year and you have the same value multiplying (compounding) or dividing (discounting) the earlier value. 

It also helped establish the difference between discounting and compounding, how we could tell from problems if we needed to compound or discount, and why one was a multiplication and the other a division.

Aside from that, examples that forensically looked at calculations and asked you to ascertain what the periods and interest rates were helped you look at the problems from every possible angle and for each possible scenario for a complete comprehension of the underlying concepts.

This is a 5-star course because there is nothing that has been left to the imagination and nothing that needs further elaboration.   read more  read less""""""",Finance: Time Value of Money,10/10 stars,,2016-11-24,Khushal Khan
"""""""Basic, but very good. Most text books won't pay attention to the subscripts for the present value which doesn't need a subscript since all values are discounted to time zero, but since the cash flows are progressive, they do need a subscript. Since future values are calculated to progressive values in the future, both the subscripts for the future values and the initial capital changes because the inflows even progress across the years.""""""",Finance: Time Value of Money,10/10 stars,,2016-11-23,student
"""""""Very interactive learning method. I really enjoyed the material and the way that the questions are presented with concrete, real-world examples. Great way to deliver the info! I recommend this to anyone looking to test and improve their finance skills""""""",Finance: Time Value of Money,10/10 stars,,2016-11-03,Joel Frenette
"""""""The concepts are clearly explained and reinforced by the examples. The interface is user friendly and enhances the learning process. This is the most detailed and best explanation of TVM concepts that I have had the pleasure of learning. Thank you very much.""""""",Finance: Time Value of Money,10/10 stars,,2016-10-15,Raphael Andrew
"""""""Great reinforcement of basic principles and great graphics! Fun exercises in  a fluid course! it's refreshing and I can't wait for the next one. Thank you!""""""",Finance: Time Value of Money,10/10 stars,,2016-09-29,student
"""""""Thank you, Pedago LLC.  Very educative and encourages you to do more despite few mistakes and failures. Contents are very good. I find the Instructor is to be a good teacher. I love the course so much I will go for the rest and give all I can.""""""",Finance: Time Value of Money,10/10 stars,,2016-09-28,Adewale Adenekan
"""""""Excellent course and excellent graphics. The material flowed in a logical and incremental manner to provide a wonderful learning platform.  Looking forward to subsequent courses.""""""",Finance: Time Value of Money,10/10 stars,,2016-09-13,student
"""""""This is a great skill and I will be back to reinforce my knowledge in the future. I don't deal a lot with finance at work, but have always been interested in it. I believe that interest will be compounding now that I have this resource.  :)""""""",Finance: Time Value of Money,10/10 stars,,2016-08-28,Brandon Barnard
"""""""I am beginning with the site, and never knew that the numbers and formulas could be so interesting. I actually learnt the core concepts and was able to relate with the problems given. Great content and learning experience. Look forward to more.""""""",Finance: Time Value of Money,9/10 stars,,2016-08-25,Upasana Sharma
"""""""It's fun to learn. Very interactive and its easy to grab concepts with good examples. I would definitely love to study more. Lets see whats more is there to learn. I am highly thankful to developers and content writers for putting up their hard work and effort.""""""",Finance: Time Value of Money,10/10 stars,,2016-07-18,student
"""""""I couldn’t say much more to this course as aside from it being very informative, the explanation and variety of examples are also so relevant that it anyone without a very deep understanding of business will be able to clearly get the message of every chapter. I was surprise that there is such thing like this online and I would love to explore and take additional courses.""""""",Finance: Time Value of Money,10/10 stars,,2016-07-17,NEIL SOCORRO DE GUZMAN
"""""""The interface was wonderful, though coddling at times. Since I took a high school math course and understand how arithmetic works, the only benefit from this entire course was the four new terms I learned.""""""",Finance: Time Value of Money,4/10 stars,,2016-07-12,Grant Keller
"""""""Very nice and interactive interface, which help you to refresh your knowledge and learn new things quickly.
This is definitely the most friendly educational interface I've been in, and the materials is so smooth which and easy to remind.""""""",Finance: Time Value of Money,8/10 stars,,2016-04-25,student
"""""""I love the format of the course, and that it's straightforward. I feel this is an easy system to use for a beginner. I like that the system interface has a clean, streamlined design and that it looks aesthetically pleasing. I loved that the math involved allows for time to do the calculations without a rush. A free education is always appreciated, especially in this day and age.""""""",Finance: Time Value of Money,10/10 stars,,2016-06-26,Kirsten Heller
"""""""I was really pleased with the content and format in which this was taught.  Also the UI was fantastic, looks great.  As someone who has learned this stuff years ago, this was a good refresher course and in a fraction of the time to learn it.""""""",Finance: Time Value of Money,10/10 stars,,2016-06-25,Andy Cummock
"""""""I love learning and this is a fun and engaging way to learn concepts I am unfamiliar with. So far it has been interesting, useful, and I hope there is much more to come!""""""",Finance: Time Value of Money,10/10 stars,,2016-06-24,student
"""""""I am very happy with this course!  I learned a lot of information in a very short amount of time that I probably would have never learned otherwise.  I was always curious how calculating interest rates over time was applied and now I know.  Also, I learned how easy it can be to make money on your money in an investment savings account.  I can't thank you enough!  :)""""""",Finance: Time Value of Money,10/10 stars,,2016-06-09,Jasmine Fabie
"""""""These lessons about the time value of money are great.  This is a very interesting way to learn as this is very simple and easy to understand.  The examples that are provided at the end also help to give the details more context and allows the user to retain the information.""""""",Finance: Time Value of Money,10/10 stars,,2016-05-16,student
"""""""Very good easy to follow and use curriculum that allows you to get good experience and hands on interaction. The course curriculum was well written and flowed well to ensure ease of learning and following. Really enjoyed how it kept to the topic and did not overwhelm with useless information or details.""""""",Finance: Time Value of Money,10/10 stars,"""""""Completed""""""",2018-05-11,Megan Kelley
"""""""Very good easy to follow and use curriculum that allows you to get good experience and hands on interaction. The course curriculum was well written and flowed well to ensure ease of learning and following. Really enjoyed how it kept to the topic and did not overwhelm with useless information or details.""""""",Finance: Time Value of Money,10/10 stars,,2018-05-11,student
"""""""Very good refresher. Basic knowledge of financial mathematics offered clear and practical. And as always: reading precisely is the key being successful.""""""",Finance: Time Value of Money,10/10 stars,,2018-05-11,Ines B.
"""""""Good way to brush up the concept of Time Value of Money. This is important to analyse the NPV and Cash Flows usually of any project before deciding to go ahead or not.""""""",Finance: Time Value of Money,8/10 stars,,2018-05-09,student
"""""""Good way to brush up the concept of Time Value of Money. This is important to analyse the NPV and Cash Flows usually of any project before deciding to go ahead or not.""""""",Finance: Time Value of Money,8/10 stars,,2018-05-09,student
"""""""Very helpful! I liked the course, I finished pretty quickly. I did this for my own interest also for a computer science class. Good for beginners. I wanted to learn a bit of finance. I'm glad you could practice more if you wanted because I'm a slower learner""""""",Finance: Time Value of Money,9/10 stars,,2018-05-08,Amy Wong
"""""""Excellent platform... great content! Great use of my time. I count wait for the next course! Learning in this straightforward, easy to use app gets an A+ in my books.""""""",Finance: Time Value of Money,10/10 stars,,2018-05-06,Dan Gosse
"""""""very well organised and interactive. Can't complain. Highly recommended for anyone interested in taking a refresher session or no prior experience. It's very clear and helpful to beginners, and also useful to reinforce prior knowledge.""""""",Finance: Time Value of Money,10/10 stars,,2018-04-29,student
"""""""compared to the accounting classes, this one fare slightly better. But seriously this stuff does not even warrant a 5 star rating, save your time and do other iMBA courses in Coursera. Marketing gimmicks""""""",Finance: Time Value of Money,4/10 stars,,2018-04-27,student
"""""""A well put together course which has made the subject really fun and easy  to study while being busy with family life.  This is the ideal way to get back into studying if you have family commitments.""""""",Finance: Time Value of Money,10/10 stars,"""""""Completed""""""",2018-04-25,Ibraheem Mikaeel Jahmeel
"""""""Focused, thorough practice provided. Great start to working through the courses and familiarizing with myself with the platform. the examples included made it pretty relevant and the approach of helping exercise the way of thinking as opposed to mechanical problem solving is appreciated.""""""",Finance: Time Value of Money,10/10 stars,,2018-04-24,Palvi Raikar
"""""""Great explaining, loving getting back into formulas - it's been a while. Great that you can choose additional tasks and questions at the end of each section if you want to practice further.""""""",Finance: Time Value of Money,10/10 stars,,2018-04-24,student
"""""""great really enjoyable course that can be done in two three days without get stucked on a chair, warmly suggested to almost everyone interested in the topic""""""",Finance: Time Value of Money,10/10 stars,,2018-04-23,student
"""""""Its really an amazing experience of learning simply its a smart way of teaching. Thumbs up for smartly. The content was easy and very useful.it was a great experience and learned something very new in a very easy way.""""""",Finance: Time Value of Money,10/10 stars,,2018-04-18,Muhammad Azam  khan
"""""""Its really an amazing experience of learning simply its a smart way of teaching. Thumbs up for smartly. The content was easy and very useful.it was a great experience and learned something very new in a very easy way.""""""",Finance: Time Value of Money,10/10 stars,,2018-04-18,student
"""""""Great course. It is a very interactive approach to learning the basics of Finance. Real life exercises that can be used on daily occasions specially at work.""""""",Finance: Time Value of Money,10/10 stars,,2018-04-18,Alejandro Astiaso
"""""""An interactive approach to learn the basics. It is great. A bit repetitive at times but they make sure you have the kowledge well formed. Would recommend for sure""""""",Finance: Time Value of Money,10/10 stars,,2018-04-18,student
"""""""Extremely practical.  Very well explained.  Easy to remember.  Useful for everyday business opportunities and household spending decisions.  Handy for all those tough budgeting decisions.""""""",Finance: Time Value of Money,10/10 stars,,2018-04-17,Kendrick Moton
"""""""I am beginner of Finance and Accounting. This lecture gives me  a clear outline of what I have to understand and learn core subjects. It is much better explained than University classes or textbooks. I strongly recommend Smartly lectures to everyone.""""""",Finance: Time Value of Money,10/10 stars,,2018-04-15,Jinho Yang
"""""""Very nice course :) For fundamental type of concepts and workflows that begin give me knowledge on money and business.hope that the next courses are good like this.""""""",Finance: Time Value of Money,10/10 stars,,2018-04-13,beni vagenfeld
"""""""I really enjoying this course Finance and Accounting, it give me confidence financially terminology and basic mathematically accounting, and I will move further professional MBA degree. Many Thanks Smartly !""""""",Finance: Time Value of Money,10/10 stars,,2018-04-13,NASSER DAHIR
"""""""Finance: Time Value of Money is an excellent course for those who need to sharpen their skills or be introduced to Finance. The lessons are fun and interactive. I can take my time and study the questions and even retake what I've already learned.""""""",Finance: Time Value of Money,10/10 stars,,2018-04-11,Roberto Nina
"""""""Great course for beginners in the subject like me. The practice exercises were very clear and excellent to reinforce the understanding of the subject.""""""",Finance: Time Value of Money,10/10 stars,,2018-04-09,Nuria Coll Bastus
"""""""Good overview of basic economics concepts. Course was easy to follow with a helpfull interface. I would recommend it to anyone interested in Learning or refreshing these skills.""""""",Finance: Time Value of Money,10/10 stars,,2018-04-09,student
"""""""Concise and easy. A quick start for the first learners of the basics of business management. Recommendable for any one who wish to aspire for foundations of business.""""""",Finance: Time Value of Money,10/10 stars,,2018-04-08,Toshiki Shimada
"""""""Well presented information. Not too much to digest at once, nor too little to hold interest. Well thought through in order to appeal to newbies. The self-guided pacing is another great feature which allows learners to take in the information at their own pace.""""""",Finance: Time Value of Money,10/10 stars,,2018-04-08,Jayson Grimes
"""""""A brilliant course with just the right amount of content to put the concept into context - this is great for busy professionals like me to learn in bite sizes during the precious little spare time/headspace I can get. I love the interactive feature and also the learning platform allows seamless continuity to resume the lessons (without the hassle of complicated login or any login as a matter of fact) even after I have put my laptop to sleep for the day - this saves time! I am looking forward to the other courses!""""""",Finance: Time Value of Money,10/10 stars,,2018-04-02,Poh-Choo Pang
"""""""Very interesting way of delivering information. Clear and helpful for beginners. I loved the way the practical part is passed on. Everything was simplified in a way that even a person who has no clue about accounting will be learning it easily.""""""",Finance: Time Value of Money,10/10 stars,,2018-03-29,Youssef Hamri
"""""""Great learning experience really interesting way to learn.  I liked the way the lessons built up and the way in which you engage with the calculations.""""""",Finance: Time Value of Money,10/10 stars,,2018-03-29,Patrick Lismore
"""""""Only adding to all the other great reviews: I really loved how much the course was interactive. It was a bit annoying at first, but then I realized it's actually EXTREMELY helpful with my A.D.D, and it just became fun.""""""",Finance: Time Value of Money,10/10 stars,,2018-03-27,student
"""""""I love the work my brain is doing to understand the formulae, questions and all other additional information. It all has a wonderful structure. Very practical and understandable. The added instructor is the best.""""""",Finance: Time Value of Money,10/10 stars,,2018-05-31,student
"""""""Accounting Concepts like Debit & credit could be bit more clear such a way that we  need not remember the rules - We may just have to understand it by common scene. 

I got credits & debits confused in  few cases.""""""",Finance: Time Value of Money,9/10 stars,,2018-05-31,student
"""""""Smartly is a wise way to reach your goals!!! Smartly is innovative and awesome.  I enjoyed the learning experience and will continue to advance my career through Smartly MBA!""""""",Finance: Time Value of Money,10/10 stars,,2018-05-28,Sidronio and Tina Alejandro-Panzica
"""""""Never having taken a finance course this was a great intro for some of the basic concepts. The presentation was fun and clean and taught the concepts well.""""""",Finance: Time Value of Money,10/10 stars,,2018-05-27,Eric Albert
"""""""Very clear and to the point, this will definitely help everyone who wants to learn more about Finance. This course is quick, fast and very user friendly designed.""""""",Finance: Time Value of Money,10/10 stars,,2018-05-26,Kania Krisnanto
"""""""I used to always forget how to calculate compound and simple interest. I get confused with formulas but after looking at practical problems now I think I cannot forget. The course content was made in simple, easy and fast manner to understand the different concepts.""""""",Finance: Time Value of Money,10/10 stars,,2018-05-26,Praveenkumar Miriyala
"""""""I used to always forget how to calculate compound and simple interest. I get confused with formulas but after looking at practical problems now I think I cannot forget. The course content was made in simple, easy and fast manner to understand the different concepts.""""""",Finance: Time Value of Money,10/10 stars,,2018-05-25,student
"""""""Innovative approach to detailing and explaining key principles and equations, studying on a user friendly platform that invites progression. A big fan so far.""""""",Finance: Time Value of Money,10/10 stars,,2018-05-23,Thomas Edward Williams
"""""""Excellent elearning. It is clear and well presented. It also utilizes current approaches including teaching with challenges and problem solving. The content was relevant and useful right away.""""""",Finance: Time Value of Money,10/10 stars,,2018-05-21,student
"""""""It's a comprehensive fundamental course with clarity in the analysis of time value money via simple step-by-step guide. Sincerely hope more people will benefit from this course!""""""",Finance: Time Value of Money,10/10 stars,,2018-05-20,Marvin Ong
"""""""I cannot say but 'Awesome!'. It provides me with the opportunity to review what I had learned in classrooms with fun and ease. I strongly recommend you to take these courses, and you will definitely discover yourself enjoying them.""""""",Finance: Time Value of Money,10/10 stars,,2018-05-17,Eugene SANGHEON WOO
"""""""Great way to teach, makes it easy and fun. This platforms technique is definitely going to help student retain information. The little tests are a lot of fun and the repetitive questions help drill the information in. Great!""""""",Finance: Time Value of Money,10/10 stars,,2018-05-15,student
"""""""Very clear and easy-to-follow instructions. I enjoyed my time while studying and answering the questions. The experience I got using this website was great and it felt like I was in a classroom. Good work!""""""",Finance: Time Value of Money,10/10 stars,,2018-05-14,student
"""""""Content was delivered in a very clear and logical order. 
Made learning maths a whole lot easier. Great balance of reading and practical application. Looking forward to seeing future units available.""""""",Finance: Time Value of Money,10/10 stars,,2018-05-14,student
"""""""Content was delivered in a very clear and logical order. 
Made learning maths a whole lot easier. Great balance of reading and practical application. Looking forward to seeing future units available.""""""",Finance: Time Value of Money,10/10 stars,,2018-05-14,student
"""""""Content was delivered in a very clear and logical order. 
Made learning maths a whole lot easier. Great balance of reading and practical application. Looking forward to seeing future units available.""""""",Finance: Time Value of Money,10/10 stars,,2018-05-14,student
"""""""Content was delivered in a very clear and logical order. 
Made learning maths a whole lot easier. Great balance of reading and practical application. Looking forward to seeing future units available.""""""",Finance: Time Value of Money,10/10 stars,,2018-05-14,student
"""""""Content was delivered in a very clear and logical order. 
Made learning maths a whole lot easier. Great balance of reading and practical application. Looking forward to seeing future units available.""""""",Finance: Time Value of Money,10/10 stars,,2018-05-14,student
"""""""Content was delivered in a very clear and logical order. 
Made learning maths a whole lot easier. Great balance of reading and practical application. Looking forward to seeing future units available.""""""",Finance: Time Value of Money,10/10 stars,,2018-05-14,student
"""""""Content was delivered in a very clear and logical order. 
Made learning maths a whole lot easier. Great balance of reading and practical application. Looking forward to seeing future units available.""""""",Finance: Time Value of Money,10/10 stars,,2018-05-14,student
"""""""Content was delivered in a very clear and logical order. 
Made learning maths a whole lot easier. Great balance of reading and practical application. Looking forward to seeing future units available.""""""",Finance: Time Value of Money,10/10 stars,,2018-05-14,student
"""""""Content was delivered in a very clear and logical order. 
Made learning maths a whole lot easier. Great balance of reading and practical application. Looking forward to seeing future units available.""""""",Finance: Time Value of Money,10/10 stars,,2018-05-14,Renee Coman
"""""""Content was delivered in a very clear and logical order. 
Made learning maths a whole lot easier. Great balance of reading and practical application. Looking forward to seeing future units available.""""""",Finance: Time Value of Money,10/10 stars,,2018-05-14,student
"""""""Content was delivered in a very clear and logical order. 
Made learning maths a whole lot easier. Great balance of reading and practical application. Looking forward to seeing future units available.""""""",Finance: Time Value of Money,10/10 stars,,2018-05-14,student
"""""""Content was delivered in a very clear and logical order. 
Made learning maths a whole lot easier. Great balance of reading and practical application. Looking forward to seeing future units available.""""""",Finance: Time Value of Money,10/10 stars,,2018-05-14,student
"""""""Content was delivered in a very clear and logical order. 
Made learning maths a whole lot easier. Great balance of reading and practical application. Looking forward to seeing future units available.""""""",Finance: Time Value of Money,10/10 stars,,2018-05-14,student
"""""""Content was delivered in a very clear and logical order. 
Made learning maths a whole lot easier. Great balance of reading and practical application. Looking forward to seeing future units available.""""""",Finance: Time Value of Money,10/10 stars,,2018-05-14,student
"""""""Content was delivered in a very clear and logical order. 
Made learning maths a whole lot easier. Great balance of reading and practical application. Looking forward to seeing future units available.""""""",Finance: Time Value of Money,10/10 stars,,2018-05-14,student
"""""""I learned so much and I really wish to continue.  It was very useful for beginners like myself and it was also very user friendly.  They made the concepts of each lesson easy to understand.  Plain and simple.""""""",Finance: Time Value of Money,10/10 stars,,2018-05-13,Shamina Gilmore
"""""""Super clear and very logically organised. An easy way to learn. I'm looking forward to trying more such courses. I would only add that spreadsheet practice would be a useful addition.""""""",Finance: Time Value of Money,10/10 stars,,2018-05-13,Bhavik Bhatt
"""""""I now finally have insight on reviewing my principal partners cash flow repurchase potential and engage the bank on their behalf. - Thank You, Smartly""""""",Finance: Time Value of Money,10/10 stars,,2018-06-24,student
"""""""Very well designed and delivered. Learning is fun in this manner. Course content is very simple yet engaging. I am looking forward to the complete program. Smartly is indeed very smart.""""""",Finance: Time Value of Money,10/10 stars,,2018-06-24,student
"""""""This course was exactly what I was looking for!  Great context, challenging but not impossible, entertaining, but most importantly, informative.  I am hoping this the first of many for me!""""""",Finance: Time Value of Money,10/10 stars,,2018-06-23,Austyn Brickler
"""""""I really enjoyed the course -- very thoughtfully designed, clear and concise! Concepts were delivered in an interactive manner and ensures that the user is paying full attention to course materials. I thoroughly enjoyed it and thank you!""""""",Finance: Time Value of Money,10/10 stars,,2018-06-18,Kailin Giam
"""""""Very clear explanations and fun to (re) learn rapidly, even for a non native english speaker like me. I will continue courses in the coming weeks to refresh my knowledge in finance, marketing...""""""",Finance: Time Value of Money,9/10 stars,,2018-06-17,student
"""""""Loved the format of breaking down concepts and taking the learner through step by step. Ability to skip was useful, would have liked to skip more (or 'test out'?).

Downloadable summary looks excellent - clear and concise.""""""",Finance: Time Value of Money,9/10 stars,,2018-06-16,student
"""""""Excellent, clear, and helpful without being condescending. The review materials are well-organized and also very helpful. I really appreciate this class. Very interesting and I've learned a lot in just a few hours. Looking forward to the rest of the courses!""""""",Finance: Time Value of Money,10/10 stars,,2018-06-16,student
"""""""This program is incredibly easy to grasp and makes the concept of learning business principles fun and challenging. I highly recommend this to anyone who has difficulty learning and/or has a limited attention span. I look forward to trying their other courses and being accepted into their program.""""""",Finance: Time Value of Money,10/10 stars,,2018-06-15,Anthony Petron
"""""""having taken a self paced finance course i fully understand how confusing some of these aspects are. Rather than just showing you how to use TVM calculators it actually explains the math formula in a very easy to understand manner. I wish i had this years ago, well done all, very well done!""""""",Finance: Time Value of Money,10/10 stars,,2018-06-15,Casey Salmon
"""""""Very concise and through in reenforcing the ideas and concepts. I am glad to have followed through and attempt every section. It's really good and beyond this point is more fillers to hit the minimum character count.""""""",Finance: Time Value of Money,10/10 stars,,2018-06-13,Hewei Lim
"""""""Very nice presentation and great content!

Very enjoyable to refresh on concepts and practice acquired skills.

I guess adding another concept that gives a qualitative idea about how much money grows when compounded at a specific rate for a specific number of years would be great (something like 7% compounding for 10 years almost doubles the initial investment)""""""",Finance: Time Value of Money,10/10 stars,,2018-06-12,student
"""""""Simple attractive interface, allows you to move at the pace you want. Especially like how it allows you to skip practice steps if you don't need them.""""""",Finance: Time Value of Money,10/10 stars,,2018-06-12,Aidan Dunphy
"""""""Fun and useful Questions and Answers to learn. The contents are very clear and precise. Highly recommended for beginner and reviewer. It will be 	
a prerequisite to other finance courses.""""""",Finance: Time Value of Money,10/10 stars,,2018-06-11,Kenny Lee
"""""""Great course, even as a refresher! Highly recommend this for people in the go. User-friendly interface. Easy to use on all your smart devices, including Kindle Fire and Android cell phone.""""""",Finance: Time Value of Money,10/10 stars,,2018-06-10,HANALORE VAN WINKLE
"""""""This online course is excellent. Concepts are clear, understandable and easy to retain. Will you offer other subjects besides business? I would love to know. I would recommend this to anyone seeking knowledge in this field.""""""",Finance: Time Value of Money,10/10 stars,,2018-06-09,student
"""""""Actually it improve my knowledge and extend my Knowledge in finance which I learned BBA in my university. Thanks to management of Smartly educational network.""""""",Finance: Time Value of Money,10/10 stars,,2018-06-08,student
"""""""great content and educative.effective information on business decision and income calculation. i will urge everyone to take part in smartly course to get informed. thanks alot""""""",Finance: Time Value of Money,9/10 stars,,2018-06-08,student
"""""""great content and educative.effective information on business decision and income calculation. i will urge everyone to take part in smartly course to get informed. thanks alot""""""",Finance: Time Value of Money,9/10 stars,,2018-06-08,student
"""""""great content and educative.effective information on business decision and income calculation. i will urge everyone to take part in smartly course to get informed. thanks alot""""""",Finance: Time Value of Money,9/10 stars,,2018-06-08,Frank Amenyo Anku
"""""""great content and educative.effective information on business decision and income calculation. i will urge everyone to take part in smartly course to get informed. thanks alot""""""",Finance: Time Value of Money,9/10 stars,,2018-06-08,student
"""""""great content and educative.effective information on business decision and income calculation. i will urge everyone to take part in smartly course to get informed. thanks alot""""""",Finance: Time Value of Money,9/10 stars,,2018-06-08,student
"""""""great content and educative.effective information on business decision and income calculation. i will urge everyone to take part in smartly course to get informed. thanks alot""""""",Finance: Time Value of Money,9/10 stars,,2018-06-08,student
"""""""Very easy to understand! Good course! It's a fundamental. But, it already gives you a very good overall concept about finance. I already recommend it to one of my friend to take it! Maybe, I will recommend more friends to take this course!""""""",Finance: Time Value of Money,10/10 stars,,2018-06-05,student
"""""""Cool teaching tool to recapture the knowledge I put aside for decades. Nice and speedy pick up of new concepts. Fun and intuitive interface with easy to understand options. Highly recommended for the ones who are looking for a flexible studying hours amidst a busy work schedule.""""""",Finance: Time Value of Money,10/10 stars,,2018-06-05,Spencer Chan
"""""""The course is very easy to follow.  I have already learned new information that I did not previously understand in a fun and fast manner.  I appreciate the option to have additional practice problems to really understand the content.  I also like the scenario based problems to bring the math to life in a more realistic way.""""""",Finance: Time Value of Money,10/10 stars,,2018-06-04,Amber Carlson-Hays
"""""""Wonderful introduction to the curriculum presentation style and materials that Smartly has to offer! It was fun and challenging, a new style of teaching and delivery that is sure to catch on quickly.""""""",Finance: Time Value of Money,10/10 stars,,2018-06-03,Wesley Webb
"""""""This was a FUN course. I was concerned going in, but found the repetition very helpful.The way we reviewed terminology was excellent- and joined it to math-- that created for a MUCH better educational experience.""""""",Finance: Time Value of Money,10/10 stars,,2018-06-02,student
"""""""Amazing opportunity to work towards a prestigious degree. Thank you! I enjoyed this experience. I hope to be selected into the program. It is very informative yet user friendly.""""""",Finance: Time Value of Money,10/10 stars,,2018-06-02,P Rockwell
"""""""It's so enjoyable to learn at a pace that takes it one step at a time. I love having the opportunity to prove I understand a concept through the lesson. Fantastic platform and instructional design!""""""",Finance: Time Value of Money,10/10 stars,,2018-06-01,student
"""""""I wish I'd had this as a supplement during college. Now that we're moving into a time of technology taking over the education arena I look forward to being able to use interfaces like this to gain knowledge rather than having to commute and sit in a classroom and listen to antiquated lessons. This can be updated quickly with new knowledge and I love how easy the interface is to use. So far the lessons are basic, but I am so grateful things are explained in easy to understand terms.""""""",Finance: Time Value of Money,10/10 stars,,2018-05-31,Katy Schlake
"""""""I like the nice bit size chunks used to explain the concepts. Overall it was very good and I feel like I learned something. Interface was good and content was good.""""""",Finance: Time Value of Money,10/10 stars,,2018-07-16,student
"""""""Very interesting and useful information presented in an easy way for most people to understand. A great way to learn really.
The information helos even those who are not interested in a degree but do investment to get some more money. I would be happy to recommend this platform to all my friends and colleagues .""""""",Finance: Time Value of Money,10/10 stars,,2018-07-16,student
"""""""The whole training was very clear, engaging and valuable to me. The instructor and the provider have done great job creating the content which was easy to follow through. I liked learning by examples the most and thoroughly enjoyed the whole course. Thank you for the opportunity.""""""",Finance: Time Value of Money,10/10 stars,,2018-07-15,Deep Ram
"""""""This format made learning and retaining the information easy.  I was able to apply the information to practical scenarios and understand true life application.""""""",Finance: Time Value of Money,10/10 stars,,2018-07-15,student
"""""""Very well created and administered. Lays down the concept in an easy to understand manner - good both for a refresher or a first timer (read middle schooler). Well paced through examples and exercises - never a dull moment. Good engagement throughout and each lesson is short enough.""""""",Finance: Time Value of Money,10/10 stars,,2018-07-15,Vivek Agarwal
"""""""Some concepts could be more polished to be more puritan, multiply and divide are the same sometimes (you can multiply by a number between 0 & 1 and will have the same effect...""""""",Finance: Time Value of Money,8/10 stars,,2018-07-15,Pablo Pinós
"""""""Really like the set-up: if you make a mistake it is easy to see why and where and you get a good change to improve. Also: time wise really good to handle!""""""",Finance: Time Value of Money,10/10 stars,,2018-07-15,Robert Hoogenboom
"""""""Really useful course. I did a mistake in the first questions, what made me incredibly inquisitive to know why. I 100 % appreciate this course ! Definitely try it !""""""",Finance: Time Value of Money,10/10 stars,,2018-07-15,Jakub Šiarnik
"""""""This is a great course definitely worth taking! Concepts are explained and tested in an easy to follow, fast and fun manner. It is good for everyone interested in Finance or just for general knowledge. Thanks Smartly!!!""""""",Finance: Time Value of Money,10/10 stars,,2018-07-14,student
"""""""This way very enlightening. 
Nice course and great insight into financing. 
I would encourage anyone with time on his/her hands to endeavour to take part in this eye opening course. 
Great work put tpgether by the organisers and i must give ypu guys accolades for this. 
The context and presentation are exellent and straight tp the point.""""""",Finance: Time Value of Money,10/10 stars,,2018-07-10,student
"""""""This way very enlightening. 
Nice course and great insight into financing. 
I would encourage anyone with time on his/her hands to endeavour to take part in this eye opening course. 
Great work put tpgether by the organisers and i must give ypu guys accolades for this. 
The context and presentation are exellent and straight tp the point.""""""",Finance: Time Value of Money,10/10 stars,,2018-07-10,student
"""""""This way very enlightening. 
Nice course and great insight into financing. 
I would encourage anyone with time on his/her hands to endeavour to take part in this eye opening course. 
Great work put tpgether by the organisers and i must give ypu guys accolades for this. 
The context and presentation are exellent and straight tp the point.""""""",Finance: Time Value of Money,10/10 stars,,2018-07-10,Norbert George
"""""""Great refresher course for me. These are calculations/formulas that I don't use daily but will be needing more of in the future! The material was easy to understand and had great tips too.""""""",Finance: Time Value of Money,10/10 stars,,2018-07-09,Heather Marquardt
